EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,Ion_Density_n_cc,Ion_Velocity_km_s,Distance_From_Sun_AU,HGI_LAT_deg,HGI_LON_deg
2019-08-10 00:00:00+00:00,2.4316666666666666,619.8666666666667,1.01,6.3,240.79999999999998
2019-08-10 01:00:00+00:00,1.8585714285714285,625.8000000000001,1.01,6.299999999999999,240.79999999999998
2019-08-10 02:00:00+00:00,1.09,489.3,1.01,6.3,240.8
2019-08-10 03:00:00+00:00,1.0283333333333335,418.3833333333334,1.01,6.3,240.79999999999998
2019-08-10 04:00:00+00:00,1.425,589.0333333333333,1.01,6.3,240.79999999999998
2019-08-10 05:00:00+00:00,1.4328571428571428,574.8142857142857,1.01,6.299999999999999,240.79999999999998
2019-08-10 06:00:00+00:00,1.3016666666666667,562.1999999999999,1.01,6.3,240.79999999999998
2019-08-10 07:00:00+00:00,1.2385714285714287,537.4142857142858,1.01,6.299999999999999,240.79999999999998
2019-08-10 08:00:00+00:00,1.4800000000000002,417.86249999999995,1.01,6.299999999999999,240.79999999999998
2019-08-10 09:00:00+00:00,1.3165384615384614,519.8153846153846,1.0100000000000007,6.300000000000001,240.80000000000013
2019-08-10 10:00:00+00:00,1.3273076923076919,504.7538461538461,1.0100000000000007,6.300000000000001,240.80000000000013
2019-08-10 11:00:00+00:00,1.4815384615384617,511.4192307692308,1.0100000000000007,6.300000000000001,240.80000000000013
2019-08-10 12:00:00+00:00,1.2512499999999995,504.9916666666666,1.0100000000000005,6.3,240.8000000000001
2019-08-10 13:00:00+00:00,1.4676923076923076,480.0730769230769,1.0100000000000007,6.300000000000001,240.80000000000013
2019-08-10 14:00:00+00:00,1.7707692307692304,463.11538461538464,1.0100000000000007,6.300000000000001,240.80000000000013
2019-08-10 15:00:00+00:00,2.1792307692307693,460.5115384615385,1.0100000000000007,6.300000000000001,240.80000000000013
2019-08-10 16:00:00+00:00,2.2011538461538462,448.14230769230767,1.0100000000000007,6.300000000000001,240.80000000000013
2019-08-10 17:00:00+00:00,3.8600000000000003,431.9,1.01,6.3,240.8
2019-08-10 18:00:00+00:00,2.865,455.7333333333333,1.01,6.3,240.79999999999998
2019-08-10 19:00:00+00:00,2.642857142857143,468.77142857142854,1.01,6.299999999999999,240.79999999999998
2019-08-10 20:00:00+00:00,2.3983333333333334,465.86666666666673,1.01,6.3,240.79999999999998
2019-08-10 21:00:00+00:00,2.3749999999999996,462.1666666666667,1.01,6.3,240.79999999999998
2019-08-10 22:00:00+00:00,4.828333333333333,432.01666666666665,1.01,6.3,240.79999999999998
2019-08-10 23:00:00+00:00,4.352857142857143,433.0,1.01,6.299999999999999,240.79999999999998
2019-08-11 00:00:00+00:00,3.4283333333333332,412.45,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 01:00:00+00:00,2.7899999999999996,407.57142857142856,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 02:00:00+00:00,3.7383333333333333,392.8333333333333,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 03:00:00+00:00,2.7933333333333334,382.1666666666667,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 04:00:00+00:00,3.55,345.8,1.02,6.4,241.7
2019-08-11 05:00:00+00:00,5.670000000000001,390.57142857142856,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 06:00:00+00:00,5.892857142857143,386.0,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 07:00:00+00:00,6.103333333333334,375.8,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 08:00:00+00:00,7.327142857142857,392.6857142857143,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 09:00:00+00:00,6.413333333333333,397.61666666666673,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 10:00:00+00:00,9.011666666666665,417.8333333333333,1.0199999999999998,6.3999999999999995,241.70000000000002
2019-08-11 11:00:00+00:00,9.466,405.32,1.02,6.4,241.7
2019-08-11 12:00:00+00:00,12.230800000000002,395.9719999999999,1.0199999999999998,6.400000000000002,241.6999999999999
2019-08-11 13:00:00+00:00,10.060384615384613,395.0192307692306,1.0199999999999998,6.400000000000002,241.69999999999987
2019-08-11 14:00:00+00:00,8.405384615384618,406.95000000000005,1.0199999999999998,6.400000000000002,241.69999999999987
2019-08-11 15:00:00+00:00,7.604230769230769,415.63846153846146,1.0199999999999998,6.400000000000002,241.69999999999987
2019-08-11 16:00:00+00:00,6.1184615384615375,398.1153846153847,1.0199999999999998,6.400000000000002,241.69999999999987
2019-08-11 17:00:00+00:00,7.481538461538462,400.11153846153854,1.0199999999999998,6.400000000000002,241.69999999999987
2019-08-11 18:00:00+00:00,5.261153846153847,388.5884615384615,1.0199999999999998,6.400000000000002,241.69999999999987
