EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,Ion_Density_n_cc,Ion_Velocity_km_s
 2019-08-26T03:55:49.394Z,8.64,315.7
 2019-08-26T03:58:07.336Z,8.78,315.7
 2019-08-26T04:00:25.277Z,8.65,318.6
 2019-08-26T04:02:43.219Z,8.98,316.4
 2019-08-26T04:05:01.161Z,8.35,316.6
 2019-08-26T04:07:19.102Z,8.37,317.7
 2019-08-26T04:09:37.044Z,8.14,316.9
 2019-08-26T04:11:54.986Z,8.62,317
 2019-08-26T04:14:12.927Z,8.68,316.9
 2019-08-26T04:16:30.869Z,8.46,316.6
 2019-08-26T04:18:48.811Z,8.83,315.3
 2019-08-26T04:21:06.752Z,8.64,314.9
 2019-08-26T04:23:24.694Z,8.91,314.3
 2019-08-26T04:25:42.636Z,7.98,316.8
 2019-08-26T04:28:00.577Z,8.74,316.1
 2019-08-26T04:30:18.519Z,8.56,316.5
 2019-08-26T04:32:36.461Z,8.38,314.8
 2019-08-26T04:34:54.402Z,8.48,307.5
 2019-08-26T04:37:12.344Z,8.58,311.4
 2019-08-26T04:39:30.286Z,8.68,313
 2019-08-26T04:41:48.227Z,8.69,311.8
 2019-08-26T04:44:06.169Z,8.65,311.9
 2019-08-26T04:46:24.110Z,8.34,311.3
 2019-08-26T04:48:42.052Z,8.87,312
 2019-08-26T04:50:59.994Z,8.57,312.8
 2019-08-26T04:53:17.935Z,8.61,313.4
 2019-08-26T04:55:35.877Z,8.61,314.1
 2019-08-26T04:57:53.819Z,8.49,312.6
 2019-08-26T05:00:11.760Z,8.73,312.1
 2019-08-26T05:02:29.702Z,8.82,313
 2019-08-26T05:04:47.644Z,7.38,313.5
 2019-08-26T05:07:05.585Z,7.59,313
 2019-08-26T05:09:23.527Z,7.49,314.7
 2019-08-26T05:11:41.469Z,7.51,314.9
 2019-08-26T05:13:59.410Z,6.93,313.6
 2019-08-26T05:16:17.352Z,7.05,315
 2019-08-26T05:18:35.294Z,7.15,313.3
 2019-08-26T05:20:53.235Z,7.03,314.3
 2019-08-26T05:23:11.177Z,7.14,315.7
 2019-08-26T05:25:29.118Z,7.27,314.6
 2019-08-26T05:27:47.060Z,7.18,313.3
 2019-08-26T05:30:05.002Z,7.03,313.2
 2019-08-26T05:32:22.943Z,7.11,312.9
 2019-08-26T05:34:40.885Z,7.21,313.2
 2019-08-26T05:36:58.827Z,7.38,313.7
 2019-08-26T05:39:16.769Z,7.42,314.5
 2019-08-26T05:41:34.710Z,7.3,313.7
 2019-08-26T05:43:52.652Z,7.35,314.2
 2019-08-26T05:46:10.594Z,7.35,313.6
 2019-08-26T05:48:28.535Z,7.41,314.4
 2019-08-26T05:50:46.477Z,7.38,313.8
 2019-08-26T05:53:04.419Z,7.4,312.8
 2019-08-26T05:55:22.361Z,7.35,312.9
 2019-08-26T05:57:40.302Z,7.28,312.7
 2019-08-26T05:59:58.244Z,7.34,312.9
 2019-08-26T06:02:16.186Z,7.37,312
 2019-08-26T06:04:34.128Z,7.15,313
 2019-08-26T06:06:52.069Z,7.13,312.4
 2019-08-26T06:09:10.011Z,7.21,311.7
 2019-08-26T06:11:27.953Z,7.2,311.5
 2019-08-26T06:13:45.894Z,7.27,312.4
 2019-08-26T06:16:03.836Z,7.49,312.5
 2019-08-26T06:18:21.778Z,7.46,311.1
 2019-08-26T06:20:39.720Z,7.63,310.9
 2019-08-26T06:22:57.661Z,7.54,310.2
 2019-08-26T06:25:15.603Z,7.37,311
 2019-08-26T06:27:33.545Z,7.8,310.3
 2019-08-26T06:29:51.486Z,8.28,308.7
 2019-08-26T06:32:09.428Z,8.16,308.9
 2019-08-26T06:34:27.370Z,8.4,308.3
 2019-08-26T06:36:45.312Z,8.39,306.9
 2019-08-26T06:39:03.253Z,8.54,306.3
 2019-08-26T06:41:21.195Z,8.95,304.3
 2019-08-26T06:43:39.137Z,8.8,305.4
 2019-08-26T06:45:57.078Z,8.78,307.3
 2019-08-26T06:48:15.020Z,9.28,302.9
 2019-08-26T06:50:32.962Z,9.19,301.5
 2019-08-26T06:52:50.903Z,8.98,302.8
 2019-08-26T06:55:08.845Z,9,304
 2019-08-26T06:57:26.787Z,9.01,303.5
 2019-08-26T06:59:44.729Z,8.93,305.5
 2019-08-26T07:02:02.670Z,9.37,305.1
 2019-08-26T07:04:20.612Z,8.92,303.7
 2019-08-26T07:06:38.554Z,8.9,307.5
 2019-08-26T07:08:56.495Z,7.65,313.2
 2019-08-26T07:11:14.437Z,7.82,312
 2019-08-26T07:13:32.379Z,7.83,312
 2019-08-26T07:15:50.320Z,7.81,314.6
 2019-08-26T07:18:08.262Z,7.82,322.3
 2019-08-26T07:20:26.204Z,8.04,308.3
 2019-08-26T07:22:44.146Z,7.94,310.2
 2019-08-26T07:25:02.087Z,8.14,307.9
 2019-08-26T07:27:20.029Z,8.16,305
 2019-08-26T07:29:37.971Z,8.13,304.5
 2019-08-26T07:31:55.912Z,7.91,306.1
 2019-08-26T07:34:13.854Z,8.13,309.8
 2019-08-26T07:36:31.796Z,8.33,311.3
 2019-08-26T07:38:49.738Z,8.11,312.5
 2019-08-26T07:41:07.679Z,8.14,308.2
 2019-08-26T07:43:25.621Z,8.03,308.7
 2019-08-26T07:45:43.563Z,7.9,309.8
 2019-08-26T07:48:01.505Z,7.86,307.8
 2019-08-26T07:50:19.447Z,7.84,308.8
 2019-08-26T07:52:37.388Z,8,308.4
 2019-08-26T07:54:55.330Z,8.12,309
 2019-08-26T07:57:13.272Z,7.89,309.1
 2019-08-26T07:59:31.214Z,7.9,307.6
 2019-08-26T08:01:49.156Z,7.49,304
 2019-08-26T08:04:07.097Z,7.13,306.8
 2019-08-26T08:06:25.039Z,7.08,306.1
 2019-08-26T08:08:42.981Z,6.49,309.3
 2019-08-26T08:11:00.923Z,6.38,312.7
 2019-08-26T08:13:18.865Z,6.38,309.6
 2019-08-26T08:15:36.806Z,6.26,313.3
 2019-08-26T08:17:54.748Z,6.32,317
 2019-08-26T08:20:12.690Z,6.3,312.4
 2019-08-26T08:22:30.632Z,6.84,312.2
 2019-08-26T08:24:48.574Z,6.57,312
 2019-08-26T08:27:06.515Z,6.7,306.9
 2019-08-26T08:29:24.457Z,6.33,312.5
 2019-08-26T08:31:42.399Z,7.18,307.5
 2019-08-26T08:34:00.341Z,6.98,306.8
 2019-08-26T08:36:18.283Z,7.05,316.2
 2019-08-26T08:38:36.224Z,7,311.4
 2019-08-26T08:40:54.166Z,7.2,310.3
 2019-08-26T08:43:12.108Z,6.99,317.6
 2019-08-26T08:45:30.050Z,7.48,326.9
 2019-08-26T08:47:47.991Z,8.07,327.9
 2019-08-26T08:50:05.933Z,7.66,324
 2019-08-26T08:52:23.875Z,7.96,325.7
 2019-08-26T08:54:41.817Z,7.38,323.6
 2019-08-26T08:56:59.759Z,7.42,323.4
 2019-08-26T08:59:17.700Z,7.4,324.8
 2019-08-26T09:01:35.642Z,7.46,324.6
 2019-08-26T09:03:53.584Z,7.17,324.6
 2019-08-26T09:06:11.526Z,7.59,324.8
 2019-08-26T09:08:29.468Z,7.55,324.7
 2019-08-26T09:10:47.409Z,7.46,323
 2019-08-26T09:13:05.351Z,6.94,323.9
 2019-08-26T09:15:23.293Z,7.37,323.3
 2019-08-26T09:17:41.235Z,6.69,320.8
 2019-08-26T09:19:59.177Z,6.98,325.1
 2019-08-26T09:22:17.118Z,5.77,323.3
 2019-08-26T09:24:35.060Z,6.1,325.9
 2019-08-26T09:26:53.002Z,5.28,323
 2019-08-26T09:29:10.944Z,5.17,325.4
 2019-08-26T09:31:28.886Z,5.5,325.5
 2019-08-26T09:33:46.828Z,5.42,323.2
 2019-08-26T09:36:04.769Z,5.85,327.1
 2019-08-26T09:38:22.711Z,5.91,327.3
 2019-08-26T09:40:40.653Z,5.94,326.5
 2019-08-26T09:42:58.595Z,5.9,327.3
 2019-08-26T09:45:16.537Z,6.01,329.9
 2019-08-26T09:47:34.479Z,5.36,328.3
 2019-08-26T09:49:52.420Z,3.97,324.7
 2019-08-26T09:52:10.362Z,5.18,333.4
 2019-08-26T09:54:28.304Z,4.17,321.8
 2019-08-26T09:56:46.246Z,3.93,323.3
 2019-08-26T09:59:04.188Z,3.84,324.9
 2019-08-26T10:01:22.130Z,3.84,323.5
 2019-08-26T10:03:40.071Z,3.84,323.6
 2019-08-26T10:05:58.013Z,3.8,323.7
 2019-08-26T10:08:15.955Z,3.87,322.1
 2019-08-26T10:10:33.897Z,3.93,323.3
 2019-08-26T10:12:51.839Z,3.91,322.6
 2019-08-26T10:15:09.781Z,3.96,324.4
 2019-08-26T10:17:27.723Z,3.94,324.4
 2019-08-26T10:19:45.664Z,3.93,324.2
 2019-08-26T10:22:03.606Z,3.87,323.6
 2019-08-26T10:24:21.548Z,3.85,325.5
 2019-08-26T10:26:39.490Z,3.92,323.3
 2019-08-26T10:28:57.432Z,3.97,326.3
 2019-08-26T10:31:15.374Z,3.79,325.6
 2019-08-26T10:33:33.316Z,3.75,322.5
 2019-08-26T10:35:51.258Z,3.86,323.6
 2019-08-26T10:38:09.200Z,4,322.2
 2019-08-26T10:40:27.142Z,4.29,323.4
 2019-08-26T10:42:45.084Z,4.37,323.1
 2019-08-26T10:45:03.026Z,4.62,323.6
 2019-08-26T10:47:20.968Z,4.45,322.2
 2019-08-26T10:49:38.910Z,4.02,323.7
 2019-08-26T10:51:56.852Z,4.12,322.1
 2019-08-26T10:54:14.794Z,4.26,323.9
 2019-08-26T10:56:32.736Z,4.35,323.6
 2019-08-26T10:58:50.678Z,4.36,323.6
 2019-08-26T11:01:08.620Z,4.23,323.2
 2019-08-26T11:03:26.562Z,4.44,322.4
 2019-08-26T11:05:44.504Z,5.48,324.5
 2019-08-26T11:08:02.446Z,4.65,321.9
 2019-08-26T11:10:20.388Z,4.51,321.9
 2019-08-26T11:12:38.330Z,4.29,321.7
 2019-08-26T11:14:56.272Z,4.4,321.2
 2019-08-26T11:17:14.214Z,4.22,321.8
 2019-08-26T11:19:32.156Z,4.83,323
 2019-08-26T11:21:50.098Z,4.67,322.9
 2019-08-26T11:24:08.040Z,4.72,320.8
 2019-08-26T11:26:25.982Z,5.21,321.5
 2019-08-26T11:28:43.924Z,5.36,319.1
 2019-08-26T11:31:01.866Z,5.53,319.5
 2019-08-26T11:33:19.808Z,6,321.6
 2019-08-26T11:35:37.750Z,4.51,322.3
 2019-08-26T11:37:55.692Z,4.5,321.6
 2019-08-26T11:40:13.634Z,5.39,321.2
 2019-08-26T11:42:31.576Z,4.46,322.8
 2019-08-26T11:44:49.518Z,4.53,323.1
 2019-08-26T11:47:07.460Z,4.53,322.5
 2019-08-26T11:49:25.401Z,4.64,321.8
 2019-08-26T11:51:43.343Z,4.56,323.2
 2019-08-26T11:54:01.285Z,4.71,322.1
 2019-08-26T11:56:19.227Z,5.16,322.7
 2019-08-26T11:58:37.169Z,5.6,319.9
 2019-08-26T12:00:55.111Z,5.89,324.3
 2019-08-26T12:03:13.053Z,5.44,322.6
 2019-08-26T12:05:30.995Z,6.24,311.7
 2019-08-26T12:07:48.937Z,5.83,316.7
 2019-08-26T12:10:06.879Z,5.55,318.2
 2019-08-26T12:12:24.821Z,6.02,319.5
 2019-08-26T12:14:42.763Z,6.36,317.8
 2019-08-26T12:17:00.705Z,6.24,321
 2019-08-26T12:19:18.647Z,6.34,322.6
 2019-08-26T12:21:36.589Z,5.89,326
 2019-08-26T12:23:54.532Z,5.69,320
 2019-08-26T12:26:12.474Z,5.7,317.3
 2019-08-26T12:28:30.416Z,6.31,320.7
 2019-08-26T12:30:48.358Z,6.5,322.3
 2019-08-26T12:33:06.300Z,6.79,321.4
 2019-08-26T12:35:24.242Z,6.39,318.7
 2019-08-26T12:37:42.184Z,6.03,319.4
 2019-08-26T12:40:00.126Z,6.34,320
 2019-08-26T12:43:14.107Z,-1.00E+31,-1.00E+31
 2019-08-26T12:54:22.265Z,6.36,315
 2019-08-26T13:03:34.033Z,5.42,309.2
 2019-08-26T13:12:45.802Z,5,315.7
 2019-08-26T13:21:57.571Z,4.63,311.8
 2019-08-26T13:31:09.340Z,4.5,314.5
 2019-08-26T13:40:21.109Z,4.98,309.7
 2019-08-26T13:49:32.878Z,4.81,312.2
 2019-08-26T13:58:44.647Z,5.34,309.6
 2019-08-26T14:07:56.417Z,4.74,311.6
 2019-08-26T14:17:08.186Z,5.13,319
 2019-08-26T14:26:19.956Z,4.92,313.8
 2019-08-26T14:35:31.726Z,5.6,307
 2019-08-26T14:44:43.497Z,5.25,306.6
 2019-08-26T14:53:55.267Z,5.25,308.5
 2019-08-26T15:03:07.039Z,4.63,302.9
 2019-08-26T15:12:18.810Z,5.17,306.9
 2019-08-26T15:21:30.582Z,4.94,303
 2019-08-26T15:30:42.354Z,4.53,305.5
 2019-08-26T15:39:54.127Z,4.54,303.1
 2019-08-26T15:49:05.901Z,4.86,300.9
 2019-08-26T15:58:17.675Z,4.84,301.3
 2019-08-26T16:07:29.450Z,5.1,302.5
 2019-08-26T16:16:41.226Z,5.18,303.7
 2019-08-26T16:25:53.003Z,5.06,303.6
 2019-08-26T16:35:04.781Z,5.09,301.7
 2019-08-26T16:44:16.560Z,6.49,303
 2019-08-26T16:53:28.341Z,6.89,304.1
 2019-08-26T17:02:40.124Z,7.09,301.8
 2019-08-26T17:11:51.911Z,7,302.8
 2019-08-26T17:21:03.700Z,7.5,302.5
 2019-08-26T17:30:15.495Z,7.3,305
 2019-08-26T17:39:27.296Z,7.19,306.7
 2019-08-26T17:48:39.104Z,7.66,307.3
 2019-08-26T17:57:50.920Z,7.76,308.5
 2019-08-26T18:07:02.736Z,13.02,313.6
 2019-08-26T18:16:14.710Z,0.12,245.1
 2019-08-26T18:25:26.922Z,0.01,82.9
 2019-08-26T18:34:39.133Z,0.03,82.4
 2019-08-26T18:43:51.344Z,0.9,258
 2019-08-26T18:52:58.222Z,15.02,322.4
 2019-08-26T19:02:09.341Z,15.6,330
 2019-08-26T19:11:20.736Z,14.64,327.6
 2019-08-26T19:20:32.291Z,13.79,327.5
 2019-08-26T19:29:43.935Z,12.47,329.8
 2019-08-26T19:38:55.629Z,14.15,332.4
 2019-08-26T19:48:07.353Z,11.57,330.6
 2019-08-26T19:57:19.094Z,12.23,335.2
 2019-08-26T20:06:30.845Z,12.24,335.8
 2019-08-26T20:15:42.603Z,11.58,335
 2019-08-26T20:24:54.365Z,12.03,334.2
 2019-08-26T20:34:06.129Z,10.44,334.5
 2019-08-26T20:43:17.895Z,12.14,334.7
 2019-08-26T20:52:29.662Z,12.17,332.9
 2019-08-26T21:01:41.430Z,11.81,331.6
 2019-08-26T21:10:53.198Z,12.29,337.4
 2019-08-26T21:20:04.966Z,12.51,341.2
 2019-08-26T21:29:16.735Z,12.43,334.9
 2019-08-26T21:38:28.503Z,11.89,332
 2019-08-26T21:47:40.272Z,12.94,330.3
 2019-08-26T21:56:52.041Z,12.99,336.2
 2019-08-26T22:06:03.809Z,12.79,332.7
 2019-08-26T22:15:15.578Z,11.64,333.1
 2019-08-26T22:24:27.347Z,11.38,335.3
 2019-08-26T22:33:39.116Z,11.45,332.2
 2019-08-26T22:42:50.884Z,10.47,329.2
 2019-08-26T22:52:02.653Z,10.72,331
 2019-08-26T23:01:14.422Z,11.67,332.1
 2019-08-26T23:10:26.190Z,11.39,332.6
 2019-08-26T23:19:37.959Z,13.59,331.6
 2019-08-26T23:28:49.728Z,15.55,333.2
 2019-08-26T23:38:01.497Z,16.9,331.3
 2019-08-26T23:47:13.265Z,16.52,329.3
 2019-08-26T23:56:25.034Z,17.96,331.8
 2019-08-27T00:05:36.802Z,15.26,338.7
 2019-08-27T00:14:48.571Z,13.65,337.8
 2019-08-27T00:24:00.339Z,15.62,336.7
 2019-08-27T00:33:12.108Z,15.77,334
 2019-08-27T00:42:23.876Z,16.61,333.1
 2019-08-27T00:51:35.644Z,15.27,339.2
 2019-08-27T01:00:47.413Z,17.54,341.5
 2019-08-27T01:09:59.182Z,16.89,336.3
 2019-08-27T01:19:10.950Z,18.53,334.1
 2019-08-27T01:28:22.719Z,21.79,334.4
 2019-08-27T01:37:34.488Z,17.22,336.5
 2019-08-27T01:46:46.256Z,22.72,331.4
 2019-08-27T01:55:58.025Z,22,336.7
 2019-08-27T02:05:09.793Z,20.78,349.6
 2019-08-27T02:14:21.562Z,25.72,348.7
 2019-08-27T02:23:33.330Z,26.58,348.1
 2019-08-27T02:32:45.099Z,31.97,349.5
 2019-08-27T02:41:56.867Z,30.9,351
 2019-08-27T02:51:08.636Z,28.75,346.5
 2019-08-27T03:00:20.404Z,27.48,345.2
 2019-08-27T03:09:32.173Z,26.66,349.8
 2019-08-27T03:18:43.942Z,27.7,349.2
 2019-08-27T03:27:55.710Z,28.21,345.3
 2019-08-27T03:37:07.479Z,29.07,342.8
 2019-08-27T03:46:19.248Z,28.71,346
 2019-08-27T03:55:31.016Z,26.48,345.8
 2019-08-27T04:04:42.785Z,24.21,347.8
 2019-08-27T04:13:54.553Z,21.48,348.3
 2019-08-27T04:23:06.322Z,20.04,334.8
 2019-08-27T04:32:18.091Z,16.77,339.6
 2019-08-27T04:41:29.859Z,16.09,344.5
 2019-08-27T04:50:41.628Z,20.31,337.7
 2019-08-27T04:59:53.396Z,18.64,339.8
 2019-08-27T05:09:05.165Z,19.44,332.3
 2019-08-27T05:18:16.934Z,19.84,339.3
 2019-08-27T05:27:28.703Z,7.02,357.7
 2019-08-27T05:36:40.471Z,5.84,381.3
 2019-08-27T05:46:09.483Z,6.3,392.2
 2019-08-27T05:48:27.425Z,6.49,394.3
 2019-08-27T05:50:45.367Z,6.38,393.7
 2019-08-27T05:53:03.309Z,6.1,396.4
 2019-08-27T05:55:21.252Z,7.17,390.5
 2019-08-27T05:57:39.194Z,7.2,394.3
 2019-08-27T05:59:57.136Z,7.07,388
 2019-08-27T06:02:15.078Z,5.91,408.1
 2019-08-27T06:04:33.020Z,5.91,416.3
 2019-08-27T06:06:50.962Z,6.63,427.4
 2019-08-27T06:09:08.905Z,8.12,438.6
 2019-08-27T06:11:26.847Z,7.1,436.7
 2019-08-27T06:13:44.789Z,8.4,449.5
 2019-08-27T06:16:02.731Z,8.2,455
 2019-08-27T06:18:20.673Z,8.56,456.5
 2019-08-27T06:20:38.615Z,8.07,459.9
 2019-08-27T06:22:56.558Z,7.71,460
 2019-08-27T06:25:14.500Z,7.49,455.4
 2019-08-27T06:27:32.442Z,7.83,458.7
 2019-08-27T06:29:50.384Z,7.4,462.5
 2019-08-27T06:32:08.326Z,7.27,468.9
 2019-08-27T06:34:26.268Z,6.86,466.6
 2019-08-27T06:36:44.210Z,6.46,461.2
 2019-08-27T06:39:02.153Z,6.87,461.7
 2019-08-27T06:41:20.095Z,7.11,457.4
 2019-08-27T06:43:38.037Z,6.82,456.2
 2019-08-27T06:45:55.979Z,7.27,453.2
 2019-08-27T06:48:13.921Z,7.03,456.5
 2019-08-27T06:50:31.863Z,7.5,452.3
 2019-08-27T06:52:49.806Z,7.37,451.3
 2019-08-27T06:55:07.748Z,7.17,452.8
 2019-08-27T06:57:25.690Z,6.9,450.8
 2019-08-27T06:59:43.632Z,6.83,451.6
 2019-08-27T07:02:01.574Z,7.65,458.4
 2019-08-27T07:04:19.517Z,7.27,453.5
 2019-08-27T07:06:37.459Z,7.4,455.3
 2019-08-27T07:08:55.401Z,7.4,457.2
 2019-08-27T07:11:13.343Z,7.45,451.3
 2019-08-27T07:13:31.286Z,7.84,457.2
 2019-08-27T07:15:49.228Z,5.86,447
 2019-08-27T07:18:07.170Z,5.63,448.1
 2019-08-27T07:20:25.112Z,5.54,450.5
 2019-08-27T07:22:43.055Z,5.63,449
 2019-08-27T07:25:00.997Z,5.72,447.4
 2019-08-27T07:27:18.939Z,5.6,452.5
 2019-08-27T07:29:36.881Z,5.53,455.2
 2019-08-27T07:31:54.824Z,6.32,456.7
 2019-08-27T07:34:12.766Z,5.97,454.1
 2019-08-27T07:36:30.708Z,5.97,466.2
 2019-08-27T07:38:48.650Z,5.96,459.6
 2019-08-27T07:41:06.592Z,5.57,464.2
 2019-08-27T07:43:24.535Z,5.68,464.4
 2019-08-27T07:45:42.477Z,6,460.3
 2019-08-27T07:48:00.419Z,5.88,464.2
 2019-08-27T07:50:18.361Z,6.09,457.2
 2019-08-27T07:52:36.304Z,6.05,458.1
 2019-08-27T07:54:54.246Z,6.14,452.3
 2019-08-27T07:57:12.188Z,5.93,458.3
 2019-08-27T07:59:30.130Z,6.87,457.4
 2019-08-27T08:01:48.072Z,6.39,458.4
 2019-08-27T08:04:06.015Z,6.13,457.3
 2019-08-27T08:06:23.957Z,6.43,456.5
 2019-08-27T08:08:41.899Z,6.49,457.3
 2019-08-27T08:10:59.841Z,6.39,462.2
 2019-08-27T08:13:17.784Z,6.35,460.1
 2019-08-27T08:15:35.726Z,6.44,458
 2019-08-27T08:17:53.668Z,6.74,457.6
 2019-08-27T08:20:11.610Z,6.41,443.8
 2019-08-27T08:22:29.553Z,6.33,447.4
 2019-08-27T08:24:47.495Z,5.82,462.7
 2019-08-27T08:27:05.437Z,6.19,453.1
 2019-08-27T08:29:23.379Z,6.03,456.9
 2019-08-27T08:31:41.322Z,5.91,457.1
 2019-08-27T08:33:59.264Z,5.82,457.7
 2019-08-27T08:36:17.206Z,6.37,433.7
 2019-08-27T08:38:35.148Z,6.4,457.5
 2019-08-27T08:40:53.091Z,6.27,460.8
 2019-08-27T08:43:11.033Z,6.6,452.1
 2019-08-27T08:45:28.975Z,5.88,454.3
 2019-08-27T08:47:46.917Z,5.59,444.7
 2019-08-27T08:50:04.860Z,5.22,443
 2019-08-27T08:52:22.802Z,4.47,469.5
 2019-08-27T08:54:40.744Z,5.15,463.1
 2019-08-27T08:56:58.686Z,4.72,488.6
 2019-08-27T08:59:16.629Z,5.22,475.2
 2019-08-27T09:01:34.571Z,5.17,491.9
 2019-08-27T09:03:52.513Z,5.98,486.7
 2019-08-27T09:06:10.456Z,6.3,484.7
 2019-08-27T09:08:28.398Z,5.25,496.7
 2019-08-27T09:10:46.340Z,3.35,507
 2019-08-27T09:13:04.283Z,3.07,501.5
 2019-08-27T09:15:22.225Z,3.3,510.1
 2019-08-27T09:17:40.167Z,3.6,514.5
 2019-08-27T09:19:58.110Z,3.56,508
 2019-08-27T09:22:16.052Z,3.2,513.6
 2019-08-27T09:24:33.994Z,3.17,507.4
 2019-08-27T09:26:51.937Z,3.45,514
 2019-08-27T09:29:09.879Z,3.38,501.5
 2019-08-27T09:31:27.821Z,3.41,510.1
 2019-08-27T09:33:45.763Z,3.2,522.4
 2019-08-27T09:36:03.706Z,3.35,515.7
 2019-08-27T09:38:21.648Z,3.35,506.7
 2019-08-27T09:40:39.590Z,3.28,497.4
 2019-08-27T09:42:57.533Z,3.4,503.9
 2019-08-27T09:45:15.475Z,3.22,503.7
 2019-08-27T09:47:33.417Z,3.31,498.8
 2019-08-27T09:49:51.360Z,3.11,508
 2019-08-27T09:52:09.302Z,3.28,500.1
 2019-08-27T09:54:27.244Z,3.2,504.3
 2019-08-27T09:56:45.187Z,3.12,508.5
 2019-08-27T09:59:03.129Z,3.25,505.5
 2019-08-27T10:01:21.071Z,2.94,516.8
 2019-08-27T10:03:39.014Z,3.08,501.2
 2019-08-27T10:05:56.956Z,3.21,498.2
 2019-08-27T10:08:14.898Z,3.25,502.6
 2019-08-27T10:10:32.841Z,3.64,488.5
 2019-08-27T10:12:50.783Z,3.25,497.7
 2019-08-27T10:15:08.725Z,3.83,479.1
 2019-08-27T10:17:26.668Z,3.54,486.3
 2019-08-27T10:19:44.610Z,3.5,489
 2019-08-27T10:22:02.552Z,3.56,488.7
 2019-08-27T10:24:20.495Z,3.56,489.6
 2019-08-27T10:26:38.437Z,3.17,536.9
 2019-08-27T10:28:56.379Z,3.38,498.5
 2019-08-27T10:31:14.322Z,3.29,510.7
 2019-08-27T10:33:32.264Z,3.38,489.8
 2019-08-27T10:35:50.206Z,3.45,518.6
 2019-08-27T10:38:08.149Z,3.35,530.7
 2019-08-27T10:40:26.091Z,3.59,493
 2019-08-27T10:42:44.033Z,3.56,507.7
 2019-08-27T10:45:01.976Z,3.48,486.8
 2019-08-27T10:47:19.918Z,3.62,478.5
 2019-08-27T10:49:37.861Z,3.63,484.4
 2019-08-27T10:51:55.803Z,3.57,483.4
 2019-08-27T10:54:13.745Z,3.62,494.1
 2019-08-27T10:56:31.688Z,3.61,498.6
 2019-08-27T10:58:49.630Z,3.53,495.8
 2019-08-27T11:01:07.572Z,3.75,491.6
 2019-08-27T11:03:25.515Z,3.73,490.6
 2019-08-27T11:05:43.457Z,3.44,539.1
 2019-08-27T11:08:01.400Z,3.55,538.8
 2019-08-27T11:10:19.342Z,3.61,522.9
 2019-08-27T11:12:37.284Z,3.77,546.6
 2019-08-27T11:14:55.227Z,3.81,523.1
 2019-08-27T11:17:13.169Z,3.85,519.3
 2019-08-27T11:19:31.112Z,3.67,485.8
 2019-08-27T11:21:49.054Z,3.67,487.3
 2019-08-27T11:24:06.997Z,3.68,494.1
 2019-08-27T11:26:24.939Z,3.67,493.8
 2019-08-27T11:28:42.882Z,3.81,483.5
 2019-08-27T11:31:00.824Z,3.72,491.1
 2019-08-27T11:33:18.767Z,3.55,488.6
 2019-08-27T11:35:36.710Z,3.76,491.5
 2019-08-27T11:37:54.652Z,3.58,497.1
 2019-08-27T11:40:12.595Z,3.62,492.1
 2019-08-27T11:42:30.537Z,3.73,492.7
 2019-08-27T11:44:48.480Z,3.75,477.4
 2019-08-27T11:47:06.422Z,3.7,484.9
 2019-08-27T11:49:24.365Z,3.51,484.9
 2019-08-27T11:51:42.307Z,4.42,504.3
 2019-08-27T11:54:00.250Z,4.41,490.6
 2019-08-27T11:56:18.192Z,3.89,495.6
 2019-08-27T11:58:36.135Z,4.52,494.6
 2019-08-27T12:00:54.077Z,4.41,494.3
 2019-08-27T12:03:12.020Z,4.11,486.1
 2019-08-27T12:05:29.962Z,3.95,482.5
 2019-08-27T12:07:47.905Z,3.76,487.3
 2019-08-27T12:10:05.847Z,3.59,488.2
 2019-08-27T12:12:23.790Z,3.74,495.5
 2019-08-27T12:14:41.732Z,4.18,497.5
 2019-08-27T12:16:59.675Z,3.77,497.8
 2019-08-27T12:19:17.617Z,3.89,498.1
 2019-08-27T12:21:35.560Z,3.85,502.9
 2019-08-27T12:23:53.502Z,4.34,506.7
 2019-08-27T12:26:11.445Z,3.98,503.4
 2019-08-27T12:28:29.387Z,4.31,507.3
 2019-08-27T12:30:47.330Z,4.39,516.2
 2019-08-27T12:33:05.272Z,4.59,500
 2019-08-27T12:35:23.215Z,4.86,490.2
 2019-08-27T12:37:41.157Z,5.47,470
 2019-08-27T12:39:59.100Z,5.41,487.4
 2019-08-27T12:42:17.042Z,5.24,484.6
 2019-08-27T12:44:34.985Z,5.64,478.1
 2019-08-27T12:46:52.927Z,5.32,483.5
 2019-08-27T12:49:10.870Z,5.36,487.6
 2019-08-27T12:51:28.812Z,5.53,486.6
 2019-08-27T12:53:46.755Z,5.67,471.7
 2019-08-27T12:56:04.697Z,5.67,471.7
 2019-08-27T12:58:22.640Z,5.79,470.2
 2019-08-27T13:00:40.582Z,5.82,463.6
 2019-08-27T13:02:58.525Z,5.64,464.1
 2019-08-27T13:05:16.467Z,5.72,461.1
 2019-08-27T13:07:34.410Z,5.42,454.4
 2019-08-27T13:09:52.352Z,5.25,470.7
 2019-08-27T13:12:10.295Z,5.54,468.2
 2019-08-27T13:14:28.238Z,5.81,480.3
 2019-08-27T13:16:46.180Z,5.66,461.4
 2019-08-27T13:19:04.123Z,5.23,461.9
 2019-08-27T13:21:22.065Z,5.48,459.8
 2019-08-27T13:23:40.008Z,5.02,458.7
